,collection_date,geo_loc_name,isolation_source,ww_population,ww_sample_duration,ww_sample_matrix,ww_sample_type,ww_surv_target_1,ww_surv_target_1_known_present,BioSampleModel,experiment_id,SRA_id,sample,collected_by,fasta_file
SRR23702776,2021-11-08,"South Africa: Northern Wastewater, ETHEKWINI, Kwa-Zulu Natal",urban wastewater treatment facility,NA,0,raw wastewater,grab,SARS-CoV-2,yes,SARS-CoV-2: wastewater surveillance,SRR23702776,SRX19564569,21-248,NICD,NC_045512_Hu-1.fasta
SRR23702988,2021-11-08,"South Africa: Borcheds Quarry Wastewater, City of Cape Town MM, Western Cape",urban wastewater treatment facility,NA,0,raw wastewater,grab,SARS-CoV-2,yes,SARS-CoV-2: wastewater surveillance,SRR23702988,SRX19564668,21-560,NICD,NC_045512_Hu-1.fasta
SRR23702777,2021-11-08,"South Africa: GOUDKOPPIES WWTW, Johannesburg MM, Gauteng",urban wastewater treatment facility,NA,0,raw wastewater,grab,SARS-CoV-2,yes,SARS-CoV-2: wastewater surveillance,SRR23702777,SRX19564568,21-247,NICD,NC_045512_Hu-1.fasta
SRR23702780,2021-11-02,"South Africa: Bloemspruit Wastewater, MANGAUNG, Free State",urban wastewater treatment facility,NA,0,raw wastewater,grab,SARS-CoV-2,yes,SARS-CoV-2: wastewater surveillance,SRR23702780,SRX19564565,21-243,NICD,NC_045512_Hu-1.fasta
SRR23702813,2021-11-02,"South Africa: Rooiwal Wastewater Treatment Works, Tshwane , Gauteng",urban wastewater treatment facility,NA,0,raw wastewater,grab,SARS-CoV-2,yes,SARS-CoV-2: wastewater surveillance,SRR23702813,SRX19564532,21-237,NICD,NC_045512_Hu-1.fasta
SRR23702778,2021-11-02,"South Africa: CENTRAL WASTEWATER TREATMENT WORKS, ETHEKWINI, Kwa-Zulu Natal",urban wastewater treatment facility,NA,0,raw wastewater,grab,SARS-CoV-2,yes,SARS-CoV-2: wastewater surveillance,SRR23702778,SRX19564567,21-245,NICD,NC_045512_Hu-1.fasta
SRR23702781,2021-11-02,"South Africa: Mdantsane waterwaste, BUFFALO CITY MM, Eastern Cape",urban wastewater treatment facility,NA,0,raw wastewater,grab,SARS-CoV-2,yes,SARS-CoV-2: wastewater surveillance,SRR23702781,SRX19564536,21-241,NICD,NC_045512_Hu-1.fasta
SRR23702779,2021-11-02,"South Africa: Northern Wastewater, ETHEKWINI, Kwa-Zulu Natal",urban wastewater treatment facility,NA,0,raw wastewater,grab,SARS-CoV-2,yes,SARS-CoV-2: wastewater surveillance,SRR23702779,SRX19564566,21-244,NICD,NC_045512_Hu-1.fasta
SRR23702814,2021-11-02,"South Africa: GOUDKOPPIES WWTW, Johannesburg MM, Gauteng",urban wastewater treatment facility,NA,0,raw wastewater,grab,SARS-CoV-2,yes,SARS-CoV-2: wastewater surveillance,SRR23702814,SRX19564531,21-236,NICD,NC_045512_Hu-1.fasta
SRR23702815,2021-11-02,"South Africa: ERWAT VLAKPLAATS WWTW, Ekurhuleni, Gauteng",urban wastewater treatment facility,NA,0,raw wastewater,grab,SARS-CoV-2,yes,SARS-CoV-2: wastewater surveillance,SRR23702815,SRX19564530,21-235,NICD,NC_045512_Hu-1.fasta
SRR23702989,2021-11-02,"South Africa: Daspoort Wastewater, Tshwane , Gauteng",urban wastewater treatment facility,NA,0,raw wastewater,grab,SARS-CoV-2,yes,SARS-CoV-2: wastewater surveillance,SRR23702989,SRX19564667,21-554,NICD,NC_045512_Hu-1.fasta
SRR23702992,2021-10-26,"South Africa: Rooiwal Wastewater Treatment Works, Tshwane , Gauteng",urban wastewater treatment facility,NA,0,raw wastewater,grab,SARS-CoV-2,yes,SARS-CoV-2: wastewater surveillance,SRR23702992,SRX19564664,21-536,NICD,NC_045512_Hu-1.fasta
SRR23702990,2021-10-25,"South Africa: CENTRAL WASTEWATER TREATMENT WORKS, ETHEKWINI, Kwa-Zulu Natal",urban wastewater treatment facility,NA,0,raw wastewater,grab,SARS-CoV-2,yes,SARS-CoV-2: wastewater surveillance,SRR23702990,SRX19564666,21-538,NICD,NC_045512_Hu-1.fasta
SRR23702991,2021-10-25,"South Africa: Northern Wastewater, ETHEKWINI, Kwa-Zulu Natal",urban wastewater treatment facility,NA,0,raw wastewater,grab,SARS-CoV-2,yes,SARS-CoV-2: wastewater surveillance,SRR23702991,SRX19564665,21-537,NICD,NC_045512_Hu-1.fasta
SRR23702993,2021-10-25,"South Africa: GOUDKOPPIES WWTW, Johannesburg MM, Gauteng",urban wastewater treatment facility,NA,0,raw wastewater,grab,SARS-CoV-2,yes,SARS-CoV-2: wastewater surveillance,SRR23702993,SRX19564663,21-535,NICD,NC_045512_Hu-1.fasta
SRR23702822,2021-10-19,"South Africa: Daspoort Wastewater, Tshwane , Gauteng",urban wastewater treatment facility,NA,0,raw wastewater,grab,SARS-CoV-2,yes,SARS-CoV-2: wastewater surveillance,SRR23702822,SRX19564523,21-219,NICD,NC_045512_Hu-1.fasta
SRR23702994,2021-10-19,"South Africa: Bloemspruit Wastewater, MANGAUNG, Free State",urban wastewater treatment facility,NA,0,raw wastewater,grab,SARS-CoV-2,yes,SARS-CoV-2: wastewater surveillance,SRR23702994,SRX19564662,21-529,NICD,NC_045512_Hu-1.fasta
SRR23702996,2021-10-19,"South Africa: Sterkwater Wastewater, MANGAUNG, Free State",urban wastewater treatment facility,NA,0,raw wastewater,grab,SARS-CoV-2,yes,SARS-CoV-2: wastewater surveillance,SRR23702996,SRX19564660,21-528,NICD,NC_045512_Hu-1.fasta
SRR23702820,2021-10-19,"South Africa: Hartebeesfontein Waterworks, Ekurhuleni, Gauteng",urban wastewater treatment facility,NA,0,raw wastewater,grab,SARS-CoV-2,yes,SARS-CoV-2: wastewater surveillance,SRR23702820,SRX19564525,21-221,NICD,NC_045512_Hu-1.fasta
SRR23702821,2021-10-19,"South Africa: Rooiwal Wastewater Treatment Works, Tshwane , Gauteng",urban wastewater treatment facility,NA,0,raw wastewater,grab,SARS-CoV-2,yes,SARS-CoV-2: wastewater surveillance,SRR23702821,SRX19564524,21-220,NICD,NC_045512_Hu-1.fasta
SRR23702997,2021-10-18,"South Africa: Zandvleit Wastewater, City of Cape Town MM, Western Cape",urban wastewater treatment facility,NA,0,raw wastewater,grab,SARS-CoV-2,yes,SARS-CoV-2: wastewater surveillance,SRR23702997,SRX19564659,21-500,NICD,NC_045512_Hu-1.fasta
SRR23702818,2021-10-18,"South Africa: Northern Wastewater, ETHEKWINI, Kwa-Zulu Natal",urban wastewater treatment facility,NA,0,raw wastewater,grab,SARS-CoV-2,yes,SARS-CoV-2: wastewater surveillance,SRR23702818,SRX19564527,21-223,NICD,NC_045512_Hu-1.fasta
SRR23702824,2021-10-18,"South Africa: GOUDKOPPIES WWTW, Johannesburg MM, Gauteng",urban wastewater treatment facility,NA,0,raw wastewater,grab,SARS-CoV-2,yes,SARS-CoV-2: wastewater surveillance,SRR23702824,SRX19564521,21-218,NICD,NC_045512_Hu-1.fasta
SRR23702816,2021-10-18,"South Africa: Mdantsane waterwaste, BUFFALO CITY MM, Eastern Cape",urban wastewater treatment facility,NA,0,raw wastewater,grab,SARS-CoV-2,yes,SARS-CoV-2: wastewater surveillance,SRR23702816,SRX19564529,21-225,NICD,NC_045512_Hu-1.fasta
SRR23702817,2021-10-18,"South Africa: CENTRAL WASTEWATER TREATMENT WORKS, ETHEKWINI, Kwa-Zulu Natal",urban wastewater treatment facility,NA,0,raw wastewater,grab,SARS-CoV-2,yes,SARS-CoV-2: wastewater surveillance,SRR23702817,SRX19564528,21-224,NICD,NC_045512_Hu-1.fasta
SRR23703000,2021-10-12,"South Africa: East Bank waterwaste, BUFFALO CITY MM, Eastern Cape",urban wastewater treatment facility,NA,0,raw wastewater,grab,SARS-CoV-2,yes,SARS-CoV-2: wastewater surveillance,SRR23703000,SRX19564656,21-495,NICD,NC_045512_Hu-1.fasta
SRR23702999,2021-10-12,"South Africa: Kwanobuhle Waterwaste, NELSON MANDELA BAY METRO, Eastern Cape",urban wastewater treatment facility,NA,0,raw wastewater,grab,SARS-CoV-2,yes,SARS-CoV-2: wastewater surveillance,SRR23702999,SRX19564657,21-497,NICD,NC_045512_Hu-1.fasta
SRR23702998,2021-10-12,"South Africa: Brickfield Pretreatment, NELSON MANDELA BAY METRO, Eastern Cape",urban wastewater treatment facility,NA,0,raw wastewater,grab,SARS-CoV-2,yes,SARS-CoV-2: wastewater surveillance,SRR23702998,SRX19564658,21-498,NICD,NC_045512_Hu-1.fasta
SRR23702828,2021-10-12,"South Africa: Daspoort Wastewater, Tshwane , Gauteng",urban wastewater treatment facility,NA,0,raw wastewater,grab,SARS-CoV-2,yes,SARS-CoV-2: wastewater surveillance,SRR23702828,SRX19564517,21-210,NICD,NC_045512_Hu-1.fasta
SRR23702827,2021-10-12,"South Africa: Rooiwal Wastewater Treatment Works, Tshwane , Gauteng",urban wastewater treatment facility,NA,0,raw wastewater,grab,SARS-CoV-2,yes,SARS-CoV-2: wastewater surveillance,SRR23702827,SRX19564518,21-211,NICD,NC_045512_Hu-1.fasta
SRR23702826,2021-10-12,"South Africa: Bloemspruit Wastewater, MANGAUNG, Free State",urban wastewater treatment facility,NA,0,raw wastewater,grab,SARS-CoV-2,yes,SARS-CoV-2: wastewater surveillance,SRR23702826,SRX19564519,21-212,NICD,NC_045512_Hu-1.fasta
SRR23702825,2021-10-12,"South Africa: Sterkwater Wastewater, MANGAUNG, Free State",urban wastewater treatment facility,NA,0,raw wastewater,grab,SARS-CoV-2,yes,SARS-CoV-2: wastewater surveillance,SRR23702825,SRX19564520,21-213,NICD,NC_045512_Hu-1.fasta
SRR23702831,2021-10-12,"South Africa: Hartebeesfontein Waterworks, Ekurhuleni, Gauteng",urban wastewater treatment facility,NA,0,raw wastewater,grab,SARS-CoV-2,yes,SARS-CoV-2: wastewater surveillance,SRR23702831,SRX19564514,21-207,NICD,NC_045512_Hu-1.fasta
SRR23702832,2021-10-11,"South Africa: GOUDKOPPIES WWTW, Johannesburg MM, Gauteng",urban wastewater treatment facility,NA,0,raw wastewater,grab,SARS-CoV-2,yes,SARS-CoV-2: wastewater surveillance,SRR23702832,SRX19564513,21-206,NICD,NC_045512_Hu-1.fasta
SRR23702830,2021-10-11,"South Africa: CENTRAL WASTEWATER TREATMENT WORKS, ETHEKWINI, Kwa-Zulu Natal",urban wastewater treatment facility,NA,0,raw wastewater,grab,SARS-CoV-2,yes,SARS-CoV-2: wastewater surveillance,SRR23702830,SRX19564515,21-208,NICD,NC_045512_Hu-1.fasta
SRR23702829,2021-10-11,"South Africa: Northern Wastewater, ETHEKWINI, Kwa-Zulu Natal",urban wastewater treatment facility,NA,0,raw wastewater,grab,SARS-CoV-2,yes,SARS-CoV-2: wastewater surveillance,SRR23702829,SRX19564516,21-209,NICD,NC_045512_Hu-1.fasta
SRR23702819,2021-10-11,"South Africa: Zandvleit Wastewater, City of Cape Town MM, Western Cape",urban wastewater treatment facility,NA,0,raw wastewater,grab,SARS-CoV-2,yes,SARS-CoV-2: wastewater surveillance,SRR23702819,SRX19564526,21-222,NICD,NC_045512_Hu-1.fasta
SRR23702868,2021-10-05,"South Africa: Rooiwal Wastewater Treatment Works, Tshwane , Gauteng",urban wastewater treatment facility,NA,0,raw wastewater,grab,SARS-CoV-2,yes,SARS-CoV-2: wastewater surveillance,SRR23702868,SRX19564477,21-198,NICD,NC_045512_Hu-1.fasta
SRR23703001,2021-10-05,"South Africa: Northern Wastewater, Johannesburg, Gauteng",urban wastewater treatment facility,NA,0,raw wastewater,grab,SARS-CoV-2,yes,SARS-CoV-2: wastewater surveillance,SRR23703001,SRX19564655,21-484,NICD,NC_045512_Hu-1.fasta
SRR23702866,2021-10-05,"South Africa: Northern Wastewater, ETHEKWINI, Kwa-Zulu Natal",urban wastewater treatment facility,NA,0,raw wastewater,grab,SARS-CoV-2,yes,SARS-CoV-2: wastewater surveillance,SRR23702866,SRX19564479,21-200,NICD,NC_045512_Hu-1.fasta
SRR23702867,2021-10-05,"South Africa: CENTRAL WASTEWATER TREATMENT WORKS, ETHEKWINI, Kwa-Zulu Natal",urban wastewater treatment facility,NA,0,raw wastewater,grab,SARS-CoV-2,yes,SARS-CoV-2: wastewater surveillance,SRR23702867,SRX19564478,21-199,NICD,NC_045512_Hu-1.fasta
SRR23702833,2021-10-05,"South Africa: Bloemspruit Wastewater, MANGAUNG, Free State",urban wastewater treatment facility,NA,0,raw wastewater,grab,SARS-CoV-2,yes,SARS-CoV-2: wastewater surveillance,SRR23702833,SRX19564512,21-204,NICD,NC_045512_Hu-1.fasta
SRR23703002,2021-10-05,"South Africa: Daspoort Wastewater, Tshwane , Gauteng",urban wastewater treatment facility,NA,0,raw wastewater,grab,SARS-CoV-2,yes,SARS-CoV-2: wastewater surveillance,SRR23703002,SRX19564654,21-483,NICD,NC_045512_Hu-1.fasta
SRR23703003,2021-10-05,"South Africa: Hartebeesfontein Waterworks, Ekurhuleni, Gauteng",urban wastewater treatment facility,NA,0,raw wastewater,grab,SARS-CoV-2,yes,SARS-CoV-2: wastewater surveillance,SRR23703003,SRX19564653,21-482,NICD,NC_045512_Hu-1.fasta
SRR23702837,2021-10-05,"South Africa: Mdantsane waterwaste, BUFFALO CITY MM, Eastern Cape",urban wastewater treatment facility,NA,0,raw wastewater,grab,SARS-CoV-2,yes,SARS-CoV-2: wastewater surveillance,SRR23702837,SRX19564480,21-201,NICD,NC_045512_Hu-1.fasta
SRR23702836,2021-10-05,"South Africa: East Bank waterwaste, BUFFALO CITY MM, Eastern Cape",urban wastewater treatment facility,NA,0,raw wastewater,grab,SARS-CoV-2,yes,SARS-CoV-2: wastewater surveillance,SRR23702836,SRX19564509,21-202,NICD,NC_045512_Hu-1.fasta
SRR23702835,2021-10-05,"South Africa: Sterkwater Wastewater, MANGAUNG, Free State",urban wastewater treatment facility,NA,0,raw wastewater,grab,SARS-CoV-2,yes,SARS-CoV-2: wastewater surveillance,SRR23702835,SRX19564510,21-203,NICD,NC_045512_Hu-1.fasta
SRR23702869,2021-10-04,"South Africa: Zandvleit Wastewater, City of Cape Town MM, Western Cape",urban wastewater treatment facility,NA,0,raw wastewater,grab,SARS-CoV-2,yes,SARS-CoV-2: wastewater surveillance,SRR23702869,SRX19564476,21-197,NICD,NC_045512_Hu-1.fasta
SRR23702976,2021-09-28,"South Africa: Rooiwal Wastewater Treatment Works, Tshwane , Gauteng",urban wastewater treatment facility,NA,0,raw wastewater,grab,SARS-CoV-2,yes,SARS-CoV-2: wastewater surveillance,SRR23702976,SRX19564652,21-467,NICD,NC_045512_Hu-1.fasta
SRR23702871,2021-09-28,"South Africa: Hartebeesfontein Waterworks, Ekurhuleni, Gauteng",urban wastewater treatment facility,NA,0,raw wastewater,grab,SARS-CoV-2,yes,SARS-CoV-2: wastewater surveillance,SRR23702871,SRX19564474,21-189,NICD,NC_045512_Hu-1.fasta
SRR23702870,2021-09-28,"South Africa: Daspoort Wastewater, Tshwane , Gauteng",urban wastewater treatment facility,NA,0,raw wastewater,grab,SARS-CoV-2,yes,SARS-CoV-2: wastewater surveillance,SRR23702870,SRX19564475,21-190,NICD,NC_045512_Hu-1.fasta
SRR23703004,2021-09-27,"South Africa: CENTRAL WASTEWATER TREATMENT WORKS, ETHEKWINI, Kwa-Zulu Natal",urban wastewater treatment facility,NA,0,raw wastewater,grab,SARS-CoV-2,yes,SARS-CoV-2: wastewater surveillance,SRR23703004,SRX19564624,21-469,NICD,NC_045512_Hu-1.fasta
SRR23703033,2021-09-27,"South Africa: Northern Wastewater, ETHEKWINI, Kwa-Zulu Natal",urban wastewater treatment facility,NA,0,raw wastewater,grab,SARS-CoV-2,yes,SARS-CoV-2: wastewater surveillance,SRR23703033,SRX19564623,21-468,NICD,NC_045512_Hu-1.fasta
SRR23703006,2021-09-21,"South Africa: Sterkwater Wastewater, MANGAUNG, Free State",urban wastewater treatment facility,NA,0,raw wastewater,grab,SARS-CoV-2,yes,SARS-CoV-2: wastewater surveillance,SRR23703006,SRX19564650,21-437,NICD,NC_045512_Hu-1.fasta
SRR23703005,2021-09-21,"South Africa: Bloemspruit Wastewater, MANGAUNG, Free State",urban wastewater treatment facility,NA,0,raw wastewater,grab,SARS-CoV-2,yes,SARS-CoV-2: wastewater surveillance,SRR23703005,SRX19564651,21-438,NICD,NC_045512_Hu-1.fasta
SRR23702872,2021-09-20,"South Africa: Zandvleit Wastewater, City of Cape Town MM, Western Cape",urban wastewater treatment facility,NA,0,raw wastewater,grab,SARS-CoV-2,yes,SARS-CoV-2: wastewater surveillance,SRR23702872,SRX19564473,21-184,NICD,NC_045512_Hu-1.fasta
SRR23703007,2021-09-07,"South Africa: Hartebeesfontein Waterworks, Ekurhuleni, Gauteng",urban wastewater treatment facility,NA,0,raw wastewater,grab,SARS-CoV-2,yes,SARS-CoV-2: wastewater surveillance,SRR23703007,SRX19564649,21-390,NICD,NC_045512_Hu-1.fasta
SRR23702882,2021-08-31,"South Africa: Daspoort Wastewater, Tshwane , Gauteng",urban wastewater treatment facility,NA,0,raw wastewater,grab,SARS-CoV-2,yes,SARS-CoV-2: wastewater surveillance,SRR23702882,SRX19564463,21-145,NICD,NC_045512_Hu-1.fasta
SRR23702881,2021-08-31,"South Africa: Zandvleit Wastewater, City of Cape Town MM, Western Cape",urban wastewater treatment facility,NA,0,raw wastewater,grab,SARS-CoV-2,yes,SARS-CoV-2: wastewater surveillance,SRR23702881,SRX19564464,21-146,NICD,NC_045512_Hu-1.fasta
SRR23702880,2021-08-31,"South Africa: Rooiwal Wastewater Treatment Works, Tshwane , Gauteng",urban wastewater treatment facility,NA,0,raw wastewater,grab,SARS-CoV-2,yes,SARS-CoV-2: wastewater surveillance,SRR23702880,SRX19564465,21-147,NICD,NC_045512_Hu-1.fasta
SRR23702883,2021-08-31,"South Africa: Hartebeesfontein Waterworks, Ekurhuleni, Gauteng",urban wastewater treatment facility,NA,0,raw wastewater,grab,SARS-CoV-2,yes,SARS-CoV-2: wastewater surveillance,SRR23702883,SRX19564462,21-144,NICD,NC_045512_Hu-1.fasta
SRR23702875,2021-08-30,"South Africa: East Bank waterwaste, BUFFALO CITY MM, Eastern Cape",urban wastewater treatment facility,NA,0,raw wastewater,grab,SARS-CoV-2,yes,SARS-CoV-2: wastewater surveillance,SRR23702875,SRX19564470,21-152,NICD,NC_045512_Hu-1.fasta
SRR23702874,2021-08-30,"South Africa: Mdantsane waterwaste, BUFFALO CITY MM, Eastern Cape",urban wastewater treatment facility,NA,0,raw wastewater,grab,SARS-CoV-2,yes,SARS-CoV-2: wastewater surveillance,SRR23702874,SRX19564471,21-153,NICD,NC_045512_Hu-1.fasta
SRR23702876,2021-08-30,"South Africa: Sterkwater Wastewater, MANGAUNG, Free State",urban wastewater treatment facility,NA,0,raw wastewater,grab,SARS-CoV-2,yes,SARS-CoV-2: wastewater surveillance,SRR23702876,SRX19564469,21-151,NICD,NC_045512_Hu-1.fasta
SRR23702877,2021-08-30,"South Africa: Bloemspruit Wastewater, MANGAUNG, Free State",urban wastewater treatment facility,NA,0,raw wastewater,grab,SARS-CoV-2,yes,SARS-CoV-2: wastewater surveillance,SRR23702877,SRX19564468,21-150,NICD,NC_045512_Hu-1.fasta
SRR23702878,2021-08-30,"South Africa: Northern Wastewater, ETHEKWINI, Kwa-Zulu Natal",urban wastewater treatment facility,NA,0,raw wastewater,grab,SARS-CoV-2,yes,SARS-CoV-2: wastewater surveillance,SRR23702878,SRX19564467,21-149,NICD,NC_045512_Hu-1.fasta
SRR23702879,2021-08-30,"South Africa: CENTRAL WASTEWATER TREATMENT WORKS, ETHEKWINI, Kwa-Zulu Natal",urban wastewater treatment facility,NA,0,raw wastewater,grab,SARS-CoV-2,yes,SARS-CoV-2: wastewater surveillance,SRR23702879,SRX19564466,21-148,NICD,NC_045512_Hu-1.fasta
SRR23702885,2021-08-30,"South Africa: ERWAT VLAKPLAATS WWTW, Ekurhuleni, Gauteng",urban wastewater treatment facility,NA,0,raw wastewater,grab,SARS-CoV-2,yes,SARS-CoV-2: wastewater surveillance,SRR23702885,SRX19564460,21-142,NICD,NC_045512_Hu-1.fasta
SRR23703029,2021-08-24,"South Africa: Rooiwal Wastewater Treatment Works, Tshwane , Gauteng",urban wastewater treatment facility,NA,0,raw wastewater,grab,SARS-CoV-2,yes,SARS-CoV-2: wastewater surveillance,SRR23703029,SRX19564627,21-370,NICD,NC_045512_Hu-1.fasta
SRR23702886,2021-08-24,"South Africa: Mdantsane waterwaste, BUFFALO CITY MM, Eastern Cape",urban wastewater treatment facility,NA,0,raw wastewater,grab,SARS-CoV-2,yes,SARS-CoV-2: wastewater surveillance,SRR23702886,SRX19564459,21-140,NICD,NC_045512_Hu-1.fasta
SRR23702887,2021-08-24,"South Africa: Sterkwater Wastewater, MANGAUNG, Free State",urban wastewater treatment facility,NA,0,raw wastewater,grab,SARS-CoV-2,yes,SARS-CoV-2: wastewater surveillance,SRR23702887,SRX19564458,21-139,NICD,NC_045512_Hu-1.fasta
SRR23702888,2021-08-24,"South Africa: Bloemspruit Wastewater, MANGAUNG, Free State",urban wastewater treatment facility,NA,0,raw wastewater,grab,SARS-CoV-2,yes,SARS-CoV-2: wastewater surveillance,SRR23702888,SRX19564457,21-138,NICD,NC_045512_Hu-1.fasta
SRR23702889,2021-08-24,"South Africa: Daspoort Wastewater, Tshwane , Gauteng",urban wastewater treatment facility,NA,0,raw wastewater,grab,SARS-CoV-2,yes,SARS-CoV-2: wastewater surveillance,SRR23702889,SRX19564456,21-137,NICD,NC_045512_Hu-1.fasta
SRR23702891,2021-08-24,"South Africa: Hartebeesfontein Waterworks, Ekurhuleni, Gauteng",urban wastewater treatment facility,NA,0,raw wastewater,grab,SARS-CoV-2,yes,SARS-CoV-2: wastewater surveillance,SRR23702891,SRX19564454,21-135,NICD,NC_045512_Hu-1.fasta
SRR23702995,2021-08-23,"South Africa: ERWAT VLAKPLAATS WWTW, Ekurhuleni, Gauteng",urban wastewater treatment facility,NA,0,raw wastewater,grab,SARS-CoV-2,yes,SARS-CoV-2: wastewater surveillance,SRR23702995,SRX19564661,21-368,NICD,NC_045512_Hu-1.fasta
SRR23702984,2021-08-23,"South Africa: GOUDKOPPIES WWTW, Johannesburg MM, Gauteng",urban wastewater treatment facility,NA,0,raw wastewater,grab,SARS-CoV-2,yes,SARS-CoV-2: wastewater surveillance,SRR23702984,SRX19564672,21-369,NICD,NC_045512_Hu-1.fasta
SRR23703018,2021-08-23,"South Africa: CENTRAL WASTEWATER TREATMENT WORKS, ETHEKWINI, Kwa-Zulu Natal",urban wastewater treatment facility,NA,0,raw wastewater,grab,SARS-CoV-2,yes,SARS-CoV-2: wastewater surveillance,SRR23703018,SRX19564638,21-371,NICD,NC_045512_Hu-1.fasta
