,collection_date,geo_loc_name,isolation_source,ww_population,ww_sample_duration,ww_sample_matrix,ww_sample_type,ww_surv_target_1,ww_surv_target_1_known_present,BioSampleModel,experiment_id,SRA_id,sample,collected_by,fasta_file
SRR23702919,2021-07-05,"South Africa: Northern Wastewater, ETHEKWINI, Kwa-Zulu Natal",urban wastewater treatment facility,NA,0,raw wastewater,grab,SARS-CoV-2,yes,SARS-CoV-2: wastewater surveillance,SRR23702919,SRX19564426,21-071,NICD,NC_045512_Hu-1.fasta
SRR23702918,2021-07-05,"South Africa: Zandvleit Wastewater, City of Cape Town MM, Western Cape",urban wastewater treatment facility,NA,0,raw wastewater,grab,SARS-CoV-2,yes,SARS-CoV-2: wastewater surveillance,SRR23702918,SRX19564427,21-072,NICD,NC_045512_Hu-1.fasta
SRR23702934,2021-06-29,"South Africa: Daspoort Wastewater, Tshwane , Gauteng",urban wastewater treatment facility,NA,0,raw wastewater,grab,SARS-CoV-2,yes,SARS-CoV-2: wastewater surveillance,SRR23702934,SRX19564412,21-055,NICD,NC_045512_Hu-1.fasta
SRR23702931,2021-06-29,"South Africa: Hartebeesfontein Waterworks, Ekurhuleni, Gauteng",urban wastewater treatment facility,NA,0,raw wastewater,grab,SARS-CoV-2,yes,SARS-CoV-2: wastewater surveillance,SRR23702931,SRX19564415,21-057,NICD,NC_045512_Hu-1.fasta
SRR23702927,2021-06-29,"South Africa: Sterkwater Wastewater, MANGAUNG, Free State",urban wastewater treatment facility,NA,0,raw wastewater,grab,SARS-CoV-2,yes,SARS-CoV-2: wastewater surveillance,SRR23702927,SRX19564419,21-061,NICD,NC_045512_Hu-1.fasta
SRR23702926,2021-06-29,"South Africa: Bloemspruit Wastewater, MANGAUNG, Free State",urban wastewater treatment facility,NA,0,raw wastewater,grab,SARS-CoV-2,yes,SARS-CoV-2: wastewater surveillance,SRR23702926,SRX19564420,21-062,NICD,NC_045512_Hu-1.fasta
SRR23702925,2021-06-29,"South Africa: East Bank waterwaste, BUFFALO CITY MM, Eastern Cape",urban wastewater treatment facility,NA,0,raw wastewater,grab,SARS-CoV-2,yes,SARS-CoV-2: wastewater surveillance,SRR23702925,SRX19564421,21-063,NICD,NC_045512_Hu-1.fasta
SRR23702924,2021-06-29,"South Africa: Mdantsane waterwaste, BUFFALO CITY MM, Eastern Cape",urban wastewater treatment facility,NA,0,raw wastewater,grab,SARS-CoV-2,yes,SARS-CoV-2: wastewater surveillance,SRR23702924,SRX19564422,21-064,NICD,NC_045512_Hu-1.fasta
SRR23702933,2021-06-29,"South Africa: Rooiwal Wastewater Treatment Works, Tshwane , Gauteng",urban wastewater treatment facility,NA,0,raw wastewater,grab,SARS-CoV-2,yes,SARS-CoV-2: wastewater surveillance,SRR23702933,SRX19564413,21-056,NICD,NC_045512_Hu-1.fasta
SRR23702928,2021-06-28,"South Africa: Zandvleit Wastewater, City of Cape Town MM, Western Cape",urban wastewater treatment facility,NA,0,raw wastewater,grab,SARS-CoV-2,yes,SARS-CoV-2: wastewater surveillance,SRR23702928,SRX19564418,21-060,NICD,NC_045512_Hu-1.fasta
SRR23702923,2021-06-28,"South Africa: Daveyton, Ekurhuleni, Gauteng",urban wastewater treatment facility,NA,0,raw wastewater,grab,SARS-CoV-2,yes,SARS-CoV-2: wastewater surveillance,SRR23702923,SRX19564423,21-066,NICD,NC_045512_Hu-1.fasta
SRR23702930,2021-06-28,"South Africa: CENTRAL WASTEWATER TREATMENT WORKS, ETHEKWINI, Kwa-Zulu Natal",urban wastewater treatment facility,NA,0,raw wastewater,grab,SARS-CoV-2,yes,SARS-CoV-2: wastewater surveillance,SRR23702930,SRX19564416,21-058,NICD,NC_045512_Hu-1.fasta
SRR23702929,2021-06-28,"South Africa: Northern Wastewater, ETHEKWINI, Kwa-Zulu Natal",urban wastewater treatment facility,NA,0,raw wastewater,grab,SARS-CoV-2,yes,SARS-CoV-2: wastewater surveillance,SRR23702929,SRX19564417,21-059,NICD,NC_045512_Hu-1.fasta
SRR23702935,2021-06-28,"South Africa: GOUDKOPPIES WWTW, Johannesburg MM, Gauteng",urban wastewater treatment facility,NA,0,raw wastewater,grab,SARS-CoV-2,yes,SARS-CoV-2: wastewater surveillance,SRR23702935,SRX19564411,21-054,NICD,NC_045512_Hu-1.fasta
SRR23702937,2021-06-22,"South Africa: Sterkwater Wastewater, MANGAUNG, Free State",urban wastewater treatment facility,NA,0,raw wastewater,grab,SARS-CoV-2,yes,SARS-CoV-2: wastewater surveillance,SRR23702937,SRX19564409,21-052,NICD,NC_045512_Hu-1.fasta
SRR23702800,2021-06-22,"South Africa: Rooiwal Wastewater Treatment Works, Tshwane , Gauteng",urban wastewater treatment facility,NA,0,raw wastewater,grab,SARS-CoV-2,yes,SARS-CoV-2: wastewater surveillance,SRR23702800,SRX19564545,21-0238,NICD,NC_045512_Hu-1.fasta
SRR23702938,2021-06-22,"South Africa: Mdantsane waterwaste, BUFFALO CITY MM, Eastern Cape",urban wastewater treatment facility,NA,0,raw wastewater,grab,SARS-CoV-2,yes,SARS-CoV-2: wastewater surveillance,SRR23702938,SRX19564408,21-051,NICD,NC_045512_Hu-1.fasta
SRR23702939,2021-06-22,"South Africa: East Bank waterwaste, BUFFALO CITY MM, Eastern Cape",urban wastewater treatment facility,NA,0,raw wastewater,grab,SARS-CoV-2,yes,SARS-CoV-2: wastewater surveillance,SRR23702939,SRX19564407,21-050,NICD,NC_045512_Hu-1.fasta
SRR23702936,2021-06-22,"South Africa: Bloemspruit Wastewater, MANGAUNG, Free State",urban wastewater treatment facility,NA,0,raw wastewater,grab,SARS-CoV-2,yes,SARS-CoV-2: wastewater surveillance,SRR23702936,SRX19564410,21-053,NICD,NC_045512_Hu-1.fasta
SRR23702941,2021-06-22,"South Africa: Daspoort Wastewater, Tshwane , Gauteng",urban wastewater treatment facility,NA,0,raw wastewater,grab,SARS-CoV-2,yes,SARS-CoV-2: wastewater surveillance,SRR23702941,SRX19564405,21-048,NICD,NC_045512_Hu-1.fasta
SRR23702940,2021-06-22,"South Africa: Hartebeesfontein Waterworks, Ekurhuleni, Gauteng",urban wastewater treatment facility,NA,0,raw wastewater,grab,SARS-CoV-2,yes,SARS-CoV-2: wastewater surveillance,SRR23702940,SRX19564406,21-049,NICD,NC_045512_Hu-1.fasta
SRR23702942,2021-06-21,"South Africa: Zandvleit Wastewater, City of Cape Town MM, Western Cape",urban wastewater treatment facility,NA,0,raw wastewater,grab,SARS-CoV-2,yes,SARS-CoV-2: wastewater surveillance,SRR23702942,SRX19564404,21-047,NICD,NC_045512_Hu-1.fasta
SRR23702802,2021-06-21,"South Africa: ERWAT VLAKPLAATS WWTW, Ekurhuleni, Gauteng",urban wastewater treatment facility,NA,0,raw wastewater,grab,SARS-CoV-2,yes,SARS-CoV-2: wastewater surveillance,SRR23702802,SRX19564543,21-0236,NICD,NC_045512_Hu-1.fasta
SRR23702801,2021-06-21,"South Africa: GOUDKOPPIES WWTW, Johannesburg MM, Gauteng",urban wastewater treatment facility,NA,0,raw wastewater,grab,SARS-CoV-2,yes,SARS-CoV-2: wastewater surveillance,SRR23702801,SRX19564544,21-0237,NICD,NC_045512_Hu-1.fasta
SRR23702804,2021-06-21,"South Africa: Northern Wastewater, ETHEKWINI, Kwa-Zulu Natal",urban wastewater treatment facility,NA,0,raw wastewater,grab,SARS-CoV-2,yes,SARS-CoV-2: wastewater surveillance,SRR23702804,SRX19564541,21-0233,NICD,NC_045512_Hu-1.fasta
SRR23702803,2021-06-21,"South Africa: CENTRAL WASTEWATER TREATMENT WORKS, ETHEKWINI, Kwa-Zulu Natal",urban wastewater treatment facility,NA,0,raw wastewater,grab,SARS-CoV-2,yes,SARS-CoV-2: wastewater surveillance,SRR23702803,SRX19564542,21-0234,NICD,NC_045512_Hu-1.fasta
SRR23702944,2021-06-15,"South Africa: East Bank waterwaste, BUFFALO CITY MM, Eastern Cape",urban wastewater treatment facility,NA,0,raw wastewater,grab,SARS-CoV-2,yes,SARS-CoV-2: wastewater surveillance,SRR23702944,SRX19564620,21-046,NICD,NC_045512_Hu-1.fasta
SRR23702731,2021-06-15,"South Africa: Rooiwal Wastewater Treatment Works, Tshwane , Gauteng",urban wastewater treatment facility,NA,0,raw wastewater,grab,SARS-CoV-2,yes,SARS-CoV-2: wastewater surveillance,SRR23702731,SRX19564614,21-039,NICD,NC_045512_Hu-1.fasta
SRR23702730,2021-06-15,"South Africa: Hartebeesfontein Waterworks, Ekurhuleni, Gauteng",urban wastewater treatment facility,NA,0,raw wastewater,grab,SARS-CoV-2,yes,SARS-CoV-2: wastewater surveillance,SRR23702730,SRX19564615,21-040,NICD,NC_045512_Hu-1.fasta
SRR23702729,2021-06-15,"South Africa: Daspoort Wastewater, Tshwane , Gauteng",urban wastewater treatment facility,NA,0,raw wastewater,grab,SARS-CoV-2,yes,SARS-CoV-2: wastewater surveillance,SRR23702729,SRX19564616,21-041,NICD,NC_045512_Hu-1.fasta
SRR23702805,2021-06-15,"South Africa: Bloemspruit Wastewater, MANGAUNG, Free State",urban wastewater treatment facility,NA,0,raw wastewater,grab,SARS-CoV-2,yes,SARS-CoV-2: wastewater surveillance,SRR23702805,SRX19564540,21-0232,NICD,NC_045512_Hu-1.fasta
SRR23702806,2021-06-15,"South Africa: Sterkwater Wastewater, MANGAUNG, Free State",urban wastewater treatment facility,NA,0,raw wastewater,grab,SARS-CoV-2,yes,SARS-CoV-2: wastewater surveillance,SRR23702806,SRX19564539,21-0231,NICD,NC_045512_Hu-1.fasta
SRR23702726,2021-06-14,"South Africa: CENTRAL WASTEWATER TREATMENT WORKS, ETHEKWINI, Kwa-Zulu Natal",urban wastewater treatment facility,NA,0,raw wastewater,grab,SARS-CoV-2,yes,SARS-CoV-2: wastewater surveillance,SRR23702726,SRX19564619,21-044,NICD,NC_045512_Hu-1.fasta
SRR23702727,2021-06-14,"South Africa: Northern Wastewater, ETHEKWINI, Kwa-Zulu Natal",urban wastewater treatment facility,NA,0,raw wastewater,grab,SARS-CoV-2,yes,SARS-CoV-2: wastewater surveillance,SRR23702727,SRX19564618,21-043,NICD,NC_045512_Hu-1.fasta
SRR23702728,2021-06-14,"South Africa: Zandvleit Wastewater, City of Cape Town MM, Western Cape",urban wastewater treatment facility,NA,0,raw wastewater,grab,SARS-CoV-2,yes,SARS-CoV-2: wastewater surveillance,SRR23702728,SRX19564617,21-042,NICD,NC_045512_Hu-1.fasta
SRR23702733,2021-06-14,"South Africa: ERWAT VLAKPLAATS WWTW, Ekurhuleni, Gauteng",urban wastewater treatment facility,NA,0,raw wastewater,grab,SARS-CoV-2,yes,SARS-CoV-2: wastewater surveillance,SRR23702733,SRX19564612,21-037,NICD,NC_045512_Hu-1.fasta
SRR23702732,2021-06-14,"South Africa: GOUDKOPPIES WWTW, Johannesburg MM, Gauteng",urban wastewater treatment facility,NA,0,raw wastewater,grab,SARS-CoV-2,yes,SARS-CoV-2: wastewater surveillance,SRR23702732,SRX19564613,21-038,NICD,NC_045512_Hu-1.fasta
SRR23702748,2021-06-08,"South Africa: Rooiwal Wastewater Treatment Works, Tshwane , Gauteng",urban wastewater treatment facility,NA,0,raw wastewater,grab,SARS-CoV-2,yes,SARS-CoV-2: wastewater surveillance,SRR23702748,SRX19564597,21-033,NICD,NC_045512_Hu-1.fasta
SRR23702749,2021-06-08,"South Africa: Hartebeesfontein Waterworks, Ekurhuleni, Gauteng",urban wastewater treatment facility,NA,0,raw wastewater,grab,SARS-CoV-2,yes,SARS-CoV-2: wastewater surveillance,SRR23702749,SRX19564596,21-032,NICD,NC_045512_Hu-1.fasta
SRR23702840,2021-06-08,"South Africa: East Bank waterwaste, BUFFALO CITY MM, Eastern Cape",urban wastewater treatment facility,NA,0,raw wastewater,grab,SARS-CoV-2,yes,SARS-CoV-2: wastewater surveillance,SRR23702840,SRX19564505,21-0224,NICD,NC_045512_Hu-1.fasta
SRR23702839,2021-06-08,"South Africa: Brickfield Pretreatment, NELSON MANDELA BAY METRO, Eastern Cape",urban wastewater treatment facility,NA,0,raw wastewater,grab,SARS-CoV-2,yes,SARS-CoV-2: wastewater surveillance,SRR23702839,SRX19564506,21-0225,NICD,NC_045512_Hu-1.fasta
SRR23702750,2021-06-08,"South Africa: Daspoort Wastewater, Tshwane , Gauteng",urban wastewater treatment facility,NA,0,raw wastewater,grab,SARS-CoV-2,yes,SARS-CoV-2: wastewater surveillance,SRR23702750,SRX19564595,21-030,NICD,NC_045512_Hu-1.fasta
SRR23702743,2021-06-08,"South Africa: Sterkwater Wastewater, MANGAUNG, Free State",urban wastewater treatment facility,NA,0,raw wastewater,grab,SARS-CoV-2,yes,SARS-CoV-2: wastewater surveillance,SRR23702743,SRX19564602,21-034,NICD,NC_045512_Hu-1.fasta
SRR23702736,2021-06-08,"South Africa: Bloemspruit Wastewater, MANGAUNG, Free State",urban wastewater treatment facility,NA,0,raw wastewater,grab,SARS-CoV-2,yes,SARS-CoV-2: wastewater surveillance,SRR23702736,SRX19564609,21-035,NICD,NC_045512_Hu-1.fasta
SRR23702838,2021-06-08,"South Africa: Kwanobuhle Waterwaste, NELSON MANDELA BAY METRO, Eastern Cape",urban wastewater treatment facility,NA,0,raw wastewater,grab,SARS-CoV-2,yes,SARS-CoV-2: wastewater surveillance,SRR23702838,SRX19564507,21-0226,NICD,NC_045512_Hu-1.fasta
SRR23702783,2021-06-07,"South Africa: ERWAT VLAKPLAATS WWTW, Ekurhuleni, Gauteng",urban wastewater treatment facility,NA,0,raw wastewater,grab,SARS-CoV-2,yes,SARS-CoV-2: wastewater surveillance,SRR23702783,SRX19564562,21-029,NICD,NC_045512_Hu-1.fasta
SRR23702734,2021-06-07,"South Africa: CENTRAL WASTEWATER TREATMENT WORKS, ETHEKWINI, Kwa-Zulu Natal",urban wastewater treatment facility,NA,0,raw wastewater,grab,SARS-CoV-2,yes,SARS-CoV-2: wastewater surveillance,SRR23702734,SRX19564611,21-036,NICD,NC_045512_Hu-1.fasta
SRR23702809,2021-06-07,"South Africa: Zandvleit Wastewater, City of Cape Town MM, Western Cape",urban wastewater treatment facility,NA,0,raw wastewater,grab,SARS-CoV-2,yes,SARS-CoV-2: wastewater surveillance,SRR23702809,SRX19564508,21-0227,NICD,NC_045512_Hu-1.fasta
SRR23702808,2021-06-07,"South Africa: Borcheds Quarry Wastewater, City of Cape Town MM, Western Cape",urban wastewater treatment facility,NA,0,raw wastewater,grab,SARS-CoV-2,yes,SARS-CoV-2: wastewater surveillance,SRR23702808,SRX19564537,21-0228,NICD,NC_045512_Hu-1.fasta
SRR23702789,2021-06-03,"South Africa: Daveyton, Ekurhuleni, Gauteng",urban wastewater treatment facility,NA,0,raw wastewater,grab,SARS-CoV-2,yes,SARS-CoV-2: wastewater surveillance,SRR23702789,SRX19564556,21-028,NICD,NC_045512_Hu-1.fasta
SRR23702794,2021-06-01,"South Africa: Sterkwater Wastewater, MANGAUNG, Free State",urban wastewater treatment facility,NA,0,raw wastewater,grab,SARS-CoV-2,yes,SARS-CoV-2: wastewater surveillance,SRR23702794,SRX19564551,21-026,NICD,NC_045512_Hu-1.fasta
SRR23702795,2021-06-01,"South Africa: Bloemspruit Wastewater, MANGAUNG, Free State",urban wastewater treatment facility,NA,0,raw wastewater,grab,SARS-CoV-2,yes,SARS-CoV-2: wastewater surveillance,SRR23702795,SRX19564550,21-025,NICD,NC_045512_Hu-1.fasta
SRR23702799,2021-06-01,"South Africa: East Bank waterwaste, BUFFALO CITY MM, Eastern Cape",urban wastewater treatment facility,NA,0,raw wastewater,grab,SARS-CoV-2,yes,SARS-CoV-2: wastewater surveillance,SRR23702799,SRX19564546,21-024,NICD,NC_045512_Hu-1.fasta
SRR23702772,2021-06-01,"South Africa: Hartebeesfontein Waterworks, Ekurhuleni, Gauteng",urban wastewater treatment facility,NA,0,raw wastewater,grab,SARS-CoV-2,yes,SARS-CoV-2: wastewater surveillance,SRR23702772,SRX19564573,21-0214,NICD,NC_045512_Hu-1.fasta
SRR23702761,2021-06-01,"South Africa: Northern Wastewater, Johannesburg, Gauteng",urban wastewater treatment facility,NA,0,raw wastewater,grab,SARS-CoV-2,yes,SARS-CoV-2: wastewater surveillance,SRR23702761,SRX19564584,21-0215,NICD,NC_045512_Hu-1.fasta
SRR23702862,2021-06-01,"South Africa: Daspoort Wastewater, Tshwane , Gauteng",urban wastewater treatment facility,NA,0,raw wastewater,grab,SARS-CoV-2,yes,SARS-CoV-2: wastewater surveillance,SRR23702862,SRX19564483,21-0216,NICD,NC_045512_Hu-1.fasta
SRR23702811,2021-05-31,"South Africa: CENTRAL WASTEWATER TREATMENT WORKS, ETHEKWINI, Kwa-Zulu Natal",urban wastewater treatment facility,NA,0,raw wastewater,grab,SARS-CoV-2,yes,SARS-CoV-2: wastewater surveillance,SRR23702811,SRX19564534,21-021,NICD,NC_045512_Hu-1.fasta
SRR23702946,2021-05-31,"South Africa: Zandvleit Wastewater, City of Cape Town MM, Western Cape",urban wastewater treatment facility,NA,0,raw wastewater,grab,SARS-CoV-2,yes,SARS-CoV-2: wastewater surveillance,SRR23702946,SRX19564400,21-019,NICD,NC_045512_Hu-1.fasta
SRR23702851,2021-05-31,"South Africa: Rooiwal Wastewater Treatment Works, Tshwane , Gauteng",urban wastewater treatment facility,NA,0,raw wastewater,grab,SARS-CoV-2,yes,SARS-CoV-2: wastewater surveillance,SRR23702851,SRX19564494,21-022,NICD,NC_045512_Hu-1.fasta
SRR23702873,2021-05-24,"South Africa: GOUDKOPPIES WWTW, Johannesburg MM, Gauteng",urban wastewater treatment facility,NA,0,raw wastewater,grab,SARS-CoV-2,yes,SARS-CoV-2: wastewater surveillance,SRR23702873,SRX19564472,21-0204,NICD,NC_045512_Hu-1.fasta
SRR23702834,2021-05-24,"South Africa: ERWAT VLAKPLAATS WWTW, Ekurhuleni, Gauteng",urban wastewater treatment facility,NA,0,raw wastewater,grab,SARS-CoV-2,yes,SARS-CoV-2: wastewater surveillance,SRR23702834,SRX19564511,21-0205,NICD,NC_045512_Hu-1.fasta
SRR23702823,2021-05-24,"South Africa: Northern Wastewater, ETHEKWINI, Kwa-Zulu Natal",urban wastewater treatment facility,NA,0,raw wastewater,grab,SARS-CoV-2,yes,SARS-CoV-2: wastewater surveillance,SRR23702823,SRX19564522,21-0206,NICD,NC_045512_Hu-1.fasta
SRR23702884,2021-05-24,"South Africa: Rooiwal Wastewater Treatment Works, Tshwane , Gauteng",urban wastewater treatment facility,NA,0,raw wastewater,grab,SARS-CoV-2,yes,SARS-CoV-2: wastewater surveillance,SRR23702884,SRX19564461,21-0203,NICD,NC_045512_Hu-1.fasta
SRR23702900,2021-05-17,"South Africa: Daveyton, Ekurhuleni, Gauteng",urban wastewater treatment facility,NA,0,raw wastewater,grab,SARS-CoV-2,yes,SARS-CoV-2: wastewater surveillance,SRR23702900,SRX19564445,21-018,NICD,NC_045512_Hu-1.fasta
SRR23702957,2021-05-10,"South Africa: Zandvleit Wastewater, City of Cape Town MM, Western Cape",urban wastewater treatment facility,NA,0,raw wastewater,grab,SARS-CoV-2,yes,SARS-CoV-2: wastewater surveillance,SRR23702957,SRX19564389,21-0186,NICD,NC_045512_Hu-1.fasta
SRR23702911,2021-05-04,"South Africa: Northern Wastewater, Johannesburg, Gauteng",urban wastewater treatment facility,NA,0,raw wastewater,grab,SARS-CoV-2,yes,SARS-CoV-2: wastewater surveillance,SRR23702911,SRX19564434,21-0179,NICD,NC_045512_Hu-1.fasta
SRR23702968,2021-05-04,"South Africa: Daspoort Wastewater, Tshwane , Gauteng",urban wastewater treatment facility,NA,0,raw wastewater,grab,SARS-CoV-2,yes,SARS-CoV-2: wastewater surveillance,SRR23702968,SRX19564378,21-0180,NICD,NC_045512_Hu-1.fasta
SRR23702932,2021-04-26,"South Africa: Rooiwal Wastewater Treatment Works, Tshwane , Gauteng",urban wastewater treatment facility,NA,0,raw wastewater,grab,SARS-CoV-2,yes,SARS-CoV-2: wastewater surveillance,SRR23702932,SRX19564414,21-0157,NICD,NC_045512_Hu-1.fasta
SRR23702973,2021-04-26,"South Africa: CENTRAL WASTEWATER TREATMENT WORKS, ETHEKWINI, Kwa-Zulu Natal",urban wastewater treatment facility,NA,0,raw wastewater,grab,SARS-CoV-2,yes,SARS-CoV-2: wastewater surveillance,SRR23702973,SRX19564373,21-0167,NICD,NC_045512_Hu-1.fasta
SRR23702943,2021-04-20,"South Africa: Sterkwater Wastewater, MANGAUNG, Free State",urban wastewater treatment facility,NA,0,raw wastewater,grab,SARS-CoV-2,yes,SARS-CoV-2: wastewater surveillance,SRR23702943,SRX19564403,21-0156,NICD,NC_045512_Hu-1.fasta
SRR23702735,2021-04-20,"South Africa: Bloemspruit Wastewater, MANGAUNG, Free State",urban wastewater treatment facility,NA,0,raw wastewater,grab,SARS-CoV-2,yes,SARS-CoV-2: wastewater surveillance,SRR23702735,SRX19564610,21-0155,NICD,NC_045512_Hu-1.fasta
SRR23702796,2021-04-13,"South Africa: Brickfield Pretreatment, NELSON MANDELA BAY METRO, Eastern Cape",urban wastewater treatment facility,NA,0,raw wastewater,grab,SARS-CoV-2,yes,SARS-CoV-2: wastewater surveillance,SRR23702796,SRX19564549,21-0143,NICD,NC_045512_Hu-1.fasta
SRR23702785,2021-04-13,"South Africa: East Bank waterwaste, BUFFALO CITY MM, Eastern Cape",urban wastewater treatment facility,NA,0,raw wastewater,grab,SARS-CoV-2,yes,SARS-CoV-2: wastewater surveillance,SRR23702785,SRX19564560,21-0145,NICD,NC_045512_Hu-1.fasta
SRR23702807,2021-04-13,"South Africa: Kwanobuhle Waterwaste, NELSON MANDELA BAY METRO, Eastern Cape",urban wastewater treatment facility,NA,0,raw wastewater,grab,SARS-CoV-2,yes,SARS-CoV-2: wastewater surveillance,SRR23702807,SRX19564538,21-0142,NICD,NC_045512_Hu-1.fasta
SRR23702746,2021-04-12,"South Africa: Borcheds Quarry Wastewater, City of Cape Town MM, Western Cape",urban wastewater treatment facility,NA,0,raw wastewater,grab,SARS-CoV-2,yes,SARS-CoV-2: wastewater surveillance,SRR23702746,SRX19564599,21-0147,NICD,NC_045512_Hu-1.fasta
SRR23702974,2021-04-06,"South Africa: Hartebeesfontein Waterworks, Ekurhuleni, Gauteng",urban wastewater treatment facility,NA,0,raw wastewater,grab,SARS-CoV-2,yes,SARS-CoV-2: wastewater surveillance,SRR23702974,SRX19564372,21-0129,NICD,NC_045512_Hu-1.fasta
SRR23702975,2021-04-06,"South Africa: Northern Wastewater, Johannesburg, Gauteng",urban wastewater treatment facility,NA,0,raw wastewater,grab,SARS-CoV-2,yes,SARS-CoV-2: wastewater surveillance,SRR23702975,SRX19564371,21-0128,NICD,NC_045512_Hu-1.fasta
SRR23702812,2021-04-06,"South Africa: Daspoort Wastewater, Tshwane , Gauteng",urban wastewater treatment facility,NA,0,raw wastewater,grab,SARS-CoV-2,yes,SARS-CoV-2: wastewater surveillance,SRR23702812,SRX19564533,21-0134,NICD,NC_045512_Hu-1.fasta
SRR24833901,2021-01-18,South Africa: Limpopo,Waste sedimentation pond,NA,0,sewer pipeline sediments,grab,SARS-CoV-2,yes,SARS-CoV-2: wastewater surveillance,SRR24833901,SRX20598310,,,
